s,f,all,label
0.23415674,0.71541125,0.94956800,1.00000000
0.31919912,1.02193490,1.34113400,1.00000000
0.56291246,1.11390780,1.67682030,1.00000000
0.58695510,1.20089700,1.78785200,1.00000000
0.94926494,1.35706950,2.30633450,1.00000000
0.21591325,1.17903780,1.39495110,1.00000000
0.12899147,0.86599920,0.99499070,1.00000000
0.82785510,1.42977460,2.25762990,1.00000000
0.56777644,1.39724370,1.96502020,1.00000000
0.42645162,0.81565500,1.24210670,1.00000000
0.15849695,0.79972030,0.95821726,1.00000000
0.24774557,0.88950560,1.13725110,1.00000000
0.16646056,0.34627160,0.51273215,1.00000000
0.51282300,1.11022810,1.62305100,1.00000000
0.23991118,0.16680752,0.40671870,1.00000000
0.79291713,1.38611220,2.17902950,1.00000000
0.88974720,1.48796750,2.37771460,1.00000000
0.83283060,1.33872310,2.17155360,1.00000000
0.75126000,1.41960010,2.17086000,1.00000000
0.94757676,1.34920740,2.29678420,1.00000000
0.17190152,0.30986660,0.48176813,1.00000000
0.65969104,1.38906930,2.04876040,1.00000000
0.39006323,1.11888900,1.50895210,1.00000000
0.76694750,1.05913330,1.82608080,1.00000000
0.60456460,1.39619600,2.00076060,1.00000000
0.89565030,1.43201640,2.32766680,1.00000000
0.22017042,1.14158510,1.36175550,1.00000000
0.30233407,0.85845940,1.16079350,1.00000000
0.16763526,0.35098135,0.51861660,1.00000000
0.14942999,0.67471660,0.82414657,1.00000000
1.06141270,1.40079620,2.46220870,1.00000000
0.28364950,0.67810020,0.96174973,1.00000000
0.36154684,0.61944556,0.98099244,1.00000000
0.18382818,0.43270937,0.61653760,1.00000000
0.50270450,1.21993830,1.72264280,1.00000000
0.97399200,1.39467620,2.36866800,1.00000000
0.12297694,1.06659110,1.18956800,1.00000000
0.32660544,1.04839990,1.37500540,1.00000000
0.99872490,1.40663810,2.40536300,1.00000000
0.10761322,0.20514120,0.31275442,1.00000000
0.20186731,0.33141518,0.53328250,1.00000000
0.97328720,1.06664960,2.03993680,1.00000000
0.52660006,1.37394900,1.90054920,1.00000000
0.13480650,0.94503540,1.07984190,1.00000000
0.26907185,0.80200100,1.07107280,1.00000000
0.47062322,0.92062914,1.39125240,1.00000000
0.75351040,1.51047860,2.26398900,1.00000000
0.28658885,0.99877334,1.28536220,1.00000000
0.04959762,0.13841617,0.18801379,1.00000000
0.25440803,1.11065850,1.36506650,1.00000000
0.20121945,0.88161135,1.08283080,1.00000000
0.77908313,1.45351650,2.23259970,1.00000000
0.11307606,0.34539890,0.45847496,1.00000000
0.27699792,1.09755210,1.37455000,1.00000000
0.14053133,0.87273820,1.01326950,1.00000000
0.09569342,0.24124270,0.33693612,1.00000000
0.46318328,1.34236300,1.80554630,1.00000000
1.02882750,1.41640710,2.44523480,1.00000000
0.43971455,0.79115677,1.23087130,1.00000000
0.56588240,0.92965233,1.49553470,1.00000000
1.06802710,1.39185950,2.45988660,1.00000000
0.14383274,0.51765680,0.66148955,1.00000000
0.35773253,0.84720570,1.20493820,1.00000000
0.25860703,0.92685760,1.18546460,1.00000000
0.46511415,0.89246060,1.35757470,1.00000000
1.07069170,1.43726040,2.50795220,1.00000000
0.07769495,0.48866940,0.56636435,1.00000000
0.73467480,0.98593310,1.72060800,1.00000000
0.47883810,0.97059880,1.44943690,1.00000000
0.45029724,1.12032250,1.57061970,1.00000000
0.44180724,0.86370960,1.30551680,1.00000000
0.30675610,1.11423160,1.42098770,1.00000000
1.17898880,1.45556510,2.63455400,1.00000000
0.27167085,0.97907823,1.25074910,1.00000000
0.67063165,1.41354760,2.08417940,1.00000000
0.29255244,0.51856345,0.81111586,1.00000000
0.26529354,0.47562683,0.74092036,1.00000000
0.73891060,1.43277260,2.17168330,1.00000000
0.34840920,0.35460720,0.70301640,1.00000000
0.34443635,0.94115144,1.28558780,1.00000000
0.08678943,0.23716901,0.32395846,1.00000000
1.36689450,1.24248810,2.60938260,1.00000000
0.62457055,1.37934630,2.00391670,1.00000000
1.14347780,1.41367580,2.55715370,1.00000000
0.19181570,0.85202765,1.04384340,1.00000000
0.23799855,0.70277890,0.94077740,1.00000000
0.76930875,1.46967840,2.23898720,1.00000000
1.25204890,1.39484740,2.64689640,1.00000000
0.40135884,1.12915280,1.53051160,1.00000000
0.26555014,0.61770076,0.88325090,1.00000000
0.31884480,1.23996780,1.55881260,1.00000000
1.00346760,1.44296430,2.44643190,1.00000000
1.54369270,1.41061400,2.95430660,1.00000000
0.92728580,1.53474120,2.46202700,1.00000000
0.10352128,1.02188990,1.12541120,1.00000000
0.33736120,0.39290327,0.73026440,1.00000000
0.72165230,1.51973130,2.24138360,1.00000000
0.24847126,1.16330420,1.41177550,1.00000000
1.04407510,1.45999070,2.50406600,1.00000000
0.72154360,1.47567030,2.19721400,1.00000000
0.15459718,0.63437400,0.78897120,1.00000000
0.83947140,1.51084360,2.35031500,1.00000000
1.29210160,1.42250800,2.71460960,1.00000000
0.30685246,0.95949930,1.26635170,1.00000000
0.21190049,1.02358690,1.23548730,1.00000000
1.24121140,1.35545090,2.59666230,1.00000000
0.08578516,0.15389675,0.23968190,1.00000000
0.48600000,1.37707660,1.86307670,1.00000000
0.22587742,0.52370790,0.74958533,1.00000000
0.19248347,0.74331874,0.93580220,1.00000000
0.55063300,0.85434840,1.40498140,1.00000000
0.44589698,0.89594233,1.34183930,1.00000000
0.36991867,0.90287070,1.27278940,1.00000000
0.09389619,0.56124140,0.65513760,1.00000000
0.45261192,1.38469340,1.83730530,1.00000000
0.42677400,1.10232650,1.52910050,1.00000000
0.27345020,0.84121080,1.11466100,1.00000000
0.48362923,1.24224910,1.72587840,1.00000000
0.47976628,0.68424070,1.16400700,1.00000000
0.14407322,0.47171324,0.61578643,1.00000000
1.18788540,1.28139080,2.46927620,1.00000000
0.89407825,1.04080320,1.93488140,1.00000000
0.29343188,1.08792880,1.38136070,1.00000000
0.41134626,1.23645950,1.64780570,1.00000000
0.78559860,1.28509720,2.07069590,1.00000000
0.86413060,1.31258180,2.17671250,1.00000000
0.44991990,0.94728124,1.39720120,1.00000000
0.34737268,1.05885740,1.40623010,1.00000000
0.50542796,0.70519376,1.21062170,1.00000000
0.18414433,0.51795185,0.70209616,1.00000000
0.20270020,0.50689954,0.70959973,1.00000000
0.36543855,0.68433010,1.04976870,1.00000000
0.23074340,0.67138505,0.90212846,1.00000000
0.46680500,0.89260660,1.35941160,1.00000000
0.36668178,0.52594270,0.89262450,1.00000000
0.26138630,1.14414110,1.40552740,1.00000000
0.21298876,0.61199230,0.82498110,1.00000000
0.29576787,0.69261260,0.98838043,1.00000000
0.27946737,1.12572120,1.40518860,1.00000000
0.30420345,0.98140734,1.28561080,1.00000000
0.36017567,0.80560106,1.16577670,1.00000000
0.28415182,0.29661682,0.58076864,1.00000000
0.81611687,1.30127980,2.11739660,1.00000000
1.30293130,1.35509530,2.65802670,1.00000000
0.60394780,1.36824870,1.97219660,1.00000000
0.77617500,1.46349730,2.23967220,1.00000000
0.15127520,0.65685236,0.80812760,1.00000000
0.11194753,0.53508530,0.64703286,1.00000000
0.51945776,1.07545010,1.59490780,1.00000000
0.04666636,0.91392470,0.96059110,1.00000000
0.40751782,1.29374930,1.70126710,1.00000000
0.11007197,0.19309324,0.30316520,1.00000000
0.54254204,1.48204500,2.02458720,1.00000000
0.69809710,1.45118670,2.14928400,1.00000000
0.19761940,0.30533466,0.50295407,1.00000000
1.26712400,1.39052840,2.65765240,1.00000000
0.66201705,1.49248310,2.15450020,1.00000000
0.60899460,1.29580340,1.90479800,1.00000000
1.08445900,1.48282110,2.56728000,1.00000000
0.19687104,1.06712400,1.26399500,1.00000000
0.45688480,1.05020460,1.50708940,1.00000000
0.50749004,0.98586977,1.49335980,1.00000000
0.66026783,1.23242460,1.89269240,1.00000000
0.69252175,1.51934250,2.21186420,1.00000000
1.07193460,1.34089850,2.41283320,1.00000000
0.28749210,0.72341790,1.01091000,1.00000000
0.08285209,0.92659223,1.00944440,1.00000000
0.48534680,1.19938050,1.68472730,1.00000000
0.14658406,0.72647285,0.87305690,1.00000000
0.41189805,1.13066260,1.54256060,1.00000000
0.54908590,1.52011170,2.06919770,1.00000000
0.16446610,1.29671230,1.46117840,1.00000000
0.66302700,1.49919270,2.16221980,1.00000000
0.32284355,0.90625220,1.22909570,1.00000000
0.13891658,0.31074180,0.44965840,1.00000000
0.09777554,0.37523505,0.47301060,1.00000000
0.35481134,0.51512990,0.86994123,1.00000000
0.83399150,1.34407580,2.17806720,1.00000000
0.49817532,0.77287316,1.27104850,1.00000000
0.39092666,0.91488040,1.30580710,1.00000000
0.38717562,0.99256504,1.37974070,1.00000000
0.14744824,0.74997425,0.89742250,1.00000000
1.18092330,1.40357300,2.58449650,1.00000000
0.15045070,0.80642855,0.95687926,1.00000000
0.96967566,1.34348150,2.31315700,1.00000000
0.11213020,0.90977380,1.02190400,1.00000000
0.86031955,1.48291240,2.34323200,1.00000000
0.49822316,0.95301150,1.45123470,1.00000000
0.37166372,1.07114030,1.44280400,1.00000000
0.63240975,1.45592490,2.08833460,1.00000000
0.09794077,0.28462850,0.38256928,1.00000000
0.13355885,0.42736540,0.56092423,1.00000000
0.11812456,0.89435440,1.01247900,1.00000000
0.33106655,1.23366120,1.56472780,1.00000000
0.06282821,0.27190313,0.33473134,1.00000000
0.09891080,0.70813550,0.80704630,1.00000000
0.29938006,0.73491240,1.03429250,1.00000000
0.52199703,1.52887820,2.05087520,1.00000000
0.87602115,1.00045170,1.87647280,1.00000000
0.10119127,0.60258690,0.70377820,1.00000000
0.25223620,0.54977250,0.80200870,1.00000000
0.25424555,1.00856230,1.26280780,1.00000000
0.30930746,0.39383876,0.70314620,1.00000000
0.20338390,0.79584300,0.99922690,1.00000000
0.61673890,1.37926770,1.99600660,1.00000000
0.21880277,0.65354127,0.87234400,1.00000000
0.26518264,0.83158280,1.09676540,1.00000000
0.96778655,1.44172550,2.40951200,1.00000000
0.42290184,1.07863740,1.50153920,1.00000000
0.58400100,1.55539800,2.13939900,1.00000000
0.16345714,0.86245006,1.02590720,1.00000000
0.07984600,0.23679730,0.31664330,1.00000000
0.72495870,1.33614390,2.06110260,1.00000000
0.86194783,1.28547930,2.14742700,1.00000000
0.24074173,0.60579914,0.84654087,1.00000000
0.25998703,1.09937420,1.35936120,1.00000000
0.89740910,1.35483220,2.25224110,1.00000000
0.23787005,0.38861490,0.62648493,1.00000000
0.90365710,1.01977030,1.92342730,1.00000000
0.42003226,0.83000470,1.25003700,1.00000000
0.49852264,1.43872400,1.93724670,1.00000000
0.69117004,1.61008690,2.30125700,1.00000000
0.80734676,1.41717820,2.22452500,1.00000000
0.10963320,0.63875330,0.74838650,1.00000000
0.67951110,1.33885560,2.01836680,1.00000000
0.29209837,0.37926245,0.67136085,1.00000000
0.04344536,0.93846800,0.98191330,1.00000000
0.59380300,1.50038520,2.09418820,1.00000000
0.10129612,0.65919480,0.76049095,1.00000000
0.33804630,0.93639797,1.27444430,1.00000000
0.44550008,1.17285380,1.61835380,1.00000000
0.26677870,0.96409655,1.23087530,1.00000000
0.65486026,1.35785200,2.01271220,1.00000000
0.76451814,1.42233060,2.18684860,1.00000000
0.78952050,1.49596210,2.28548260,1.00000000
0.15670592,1.04146860,1.19817450,1.00000000
0.13716330,0.16961563,0.30677890,1.00000000
0.18621300,0.50496763,0.69118065,1.00000000
0.13937369,0.79060960,0.92998326,1.00000000
0.90635455,1.46735380,2.37370820,1.00000000
0.20518200,0.76996106,0.97514310,1.00000000
0.35435640,1.16941770,1.52377410,1.00000000
0.13633089,0.81802990,0.95436080,1.00000000
0.05667977,0.67580440,0.73248416,1.00000000
0.98686886,1.44660330,2.43347220,1.00000000
0.37169406,0.94422317,1.31591730,1.00000000
0.08180762,0.42274702,0.50455460,1.00000000
0.24969289,0.97281146,1.22250440,1.00000000
0.50741220,1.22445600,1.73186810,1.00000000
0.44725358,1.33928560,1.78653920,1.00000000
1.15806340,1.36647990,2.52454330,1.00000000
0.26675860,0.86268820,1.12944670,1.00000000
0.24674326,0.84946940,1.09621260,1.00000000
0.36510175,0.67388470,1.03898640,1.00000000
0.30517823,1.27037330,1.57555150,1.00000000
0.32241035,0.88429260,1.20670300,1.00000000
0.21597517,0.92521936,1.14119460,1.00000000
0.40872960,0.90521040,1.31394000,1.00000000
0.92139614,1.39189550,2.31329150,1.00000000
0.63483940,1.41004800,2.04488750,1.00000000
0.21782662,0.67418337,0.89201000,1.00000000
0.46360266,0.76778540,1.23138810,1.00000000
0.50765400,0.99894434,1.50659840,1.00000000
0.11025872,0.64486230,0.75512100,1.00000000
0.69932860,1.35296270,2.05229140,1.00000000
0.06975742,0.78743220,0.85718960,1.00000000
0.13729857,1.04043780,1.17773640,1.00000000
0.32479660,1.31295420,1.63775070,1.00000000
0.48800236,1.25895670,1.74695900,1.00000000
0.22331958,0.65634700,0.87966657,1.00000000
0.41111162,0.72052944,1.13164100,1.00000000
0.25356272,1.03386740,1.28743000,1.00000000
0.25195320,0.61713250,0.86908567,1.00000000
0.91169600,1.35688800,2.26858400,1.00000000
0.46154964,0.53276074,0.99431040,1.00000000
0.17904988,0.64426710,0.82331693,1.00000000
0.12378722,0.64566696,0.76945420,1.00000000
0.55998284,1.15689250,1.71687530,1.00000000
0.17773408,0.36827236,0.54600644,1.00000000
0.74057347,1.43810330,2.17867680,1.00000000
0.22863343,0.61218846,0.84082186,1.00000000
0.18424495,0.83284120,1.01708610,1.00000000
0.03631136,0.22870901,0.26502037,1.00000000
0.52580450,1.26024810,1.78605260,1.00000000
0.47232342,1.31302550,1.78534890,1.00000000
0.52009230,1.37941190,1.89950420,1.00000000
0.18864001,0.69945760,0.88809760,1.00000000
0.53993356,1.11993240,1.65986600,1.00000000
0.15959020,0.71442140,0.87401160,1.00000000
0.39545170,0.53760390,0.93305564,1.00000000
0.56061906,1.46585560,2.02647470,1.00000000
0.09192660,0.38022026,0.47214687,1.00000000
0.24361692,0.64046630,0.88408320,1.00000000
0.24270572,0.87831610,1.12102190,1.00000000
0.57214355,1.35709210,1.92923570,1.00000000
0.72311985,1.48209640,2.20521640,1.00000000
0.46741992,1.13815300,1.60557290,1.00000000
0.08113356,0.28639114,0.36752468,1.00000000
0.25372000,0.39160700,0.64532700,1.00000000
0.27336580,0.77005080,1.04341660,1.00000000
0.95625460,1.46411660,2.42037100,1.00000000
0.29331950,1.09652630,1.38984570,1.00000000
0.74721220,1.33095090,2.07816310,1.00000000
0.16627870,0.96543455,1.13171330,1.00000000
0.64561010,1.46043610,2.10604620,1.00000000
0.14641482,0.28349662,0.42991143,1.00000000
0.70236015,1.27322550,1.97558570,1.00000000
0.26736440,0.77910054,1.04646490,1.00000000
0.53958420,1.04364840,1.58323260,1.00000000
0.66239100,1.36147710,2.02386800,1.00000000
0.80085530,1.49555240,2.29640770,1.00000000
0.20672311,0.43383542,0.64055854,1.00000000
0.91131350,1.44262480,2.35393830,1.00000000
0.30268162,0.65989470,0.96257630,1.00000000
0.17499338,0.61174047,0.78673387,1.00000000
0.13418490,0.78227687,0.91646177,1.00000000
0.75385106,1.32750960,2.08136080,1.00000000
0.75770500,1.43899790,2.19670300,1.00000000
0.35231635,1.03193620,1.38425250,1.00000000
0.82076820,1.36115000,2.18191810,1.00000000
0.35810137,0.99644995,1.35455130,1.00000000
0.12092023,1.15622800,1.27714810,1.00000000
0.18554090,1.06172850,1.24726940,1.00000000
0.37126622,0.65281630,1.02408250,1.00000000
0.18624519,0.55707070,0.74331590,1.00000000
0.21394712,0.46730903,0.68125620,1.00000000
0.78510463,1.38060860,2.16571330,1.00000000
0.59334920,1.22339260,1.81674180,1.00000000
0.93745150,1.48405850,2.42151000,1.00000000
0.52097800,1.05894240,1.57992040,1.00000000
0.59940370,1.47495400,2.07435770,1.00000000
0.76272520,1.30677970,2.06950500,1.00000000
0.22199798,1.16728570,1.38928370,1.00000000
0.56352280,1.45303990,2.01656270,1.00000000
0.71950424,1.33494420,2.05444860,1.00000000
0.35084108,0.99120860,1.34204970,1.00000000
0.12485022,0.27196560,0.39681580,1.00000000
0.18482440,0.51148224,0.69630665,1.00000000
0.48941585,0.87908510,1.36850100,1.00000000
0.78040060,1.48203580,2.26243640,1.00000000
0.19069844,1.17101500,1.36171340,1.00000000
0.24349722,0.80712890,1.05062620,1.00000000
0.15221636,0.74322400,0.89544040,1.00000000
0.99465100,1.43360660,2.42825770,1.00000000
0.39359233,0.98757370,1.38116600,1.00000000
0.43877622,1.48805640,1.92683270,1.00000000
0.51184654,1.09774530,1.60959180,1.00000000
0.23630458,0.70700294,0.94330750,1.00000000
1.21308400,1.37446440,2.58754830,1.00000000
0.17420271,0.32380062,0.49800333,1.00000000
0.63904840,1.36138390,2.00043230,1.00000000
0.46597177,1.13079660,1.59676840,1.00000000
0.65588480,0.85688810,1.51277290,1.00000000
0.11936062,0.25356760,0.37292823,1.00000000
0.29114866,0.36340612,0.65455480,1.00000000
0.06891391,0.41848290,0.48739680,1.00000000
0.46532848,0.92021286,1.38554130,1.00000000
0.34514445,1.21756400,1.56270840,1.00000000
0.61956334,0.68378067,1.30334400,1.00000000
0.38259763,1.14346150,1.52605920,1.00000000
0.72707610,1.00673330,1.73380950,1.00000000
0.23849355,0.58225000,0.82074356,1.00000000
0.08060122,0.42131160,0.50191283,1.00000000
1.01190150,1.30288500,2.31478640,1.00000000
0.25350738,0.64512090,0.89862830,1.00000000
0.64576340,1.48537920,2.13114260,1.00000000
0.52687985,0.95557130,1.48245120,1.00000000
0.27526355,0.73150146,1.00676500,1.00000000
0.18585674,0.45598876,0.64184550,1.00000000
0.62381047,1.43829250,2.06210300,1.00000000
0.30138700,0.44873620,0.75012320,1.00000000
0.22853945,0.74923900,0.97777850,1.00000000
0.26671660,0.34973833,0.61645496,1.00000000
0.72353005,1.47252250,2.19605260,1.00000000
1.22686650,1.42448780,2.65135430,1.00000000
0.88193804,1.21280880,2.09474680,1.00000000
0.32443446,1.07034780,1.39478230,1.00000000
0.26679860,1.08987780,1.35667650,1.00000000
0.80711330,1.35293210,2.16004540,1.00000000
0.30442450,0.97467030,1.27909480,1.00000000
0.05999317,0.16698624,0.22697940,1.00000000
0.17888042,0.50205170,0.68093216,1.00000000
1.08525380,1.49836110,2.58361480,1.00000000
0.11742778,0.43750290,0.55493070,1.00000000
0.18435353,0.64230730,0.82666080,1.00000000
0.35810944,0.90512790,1.26323740,1.00000000
0.33092746,1.20680360,1.53773100,1.00000000
0.33850086,0.87079180,1.20929270,1.00000000
0.11907313,0.24112584,0.36019897,1.00000000
0.25291994,0.63979244,0.89271235,1.00000000
0.90766454,1.51449220,2.42215680,1.00000000
0.36821180,0.70863820,1.07684990,1.00000000
0.17804258,0.51692620,0.69496880,1.00000000
0.51895980,1.27362440,1.79258420,1.00000000
0.24569300,0.10693146,0.35262445,1.00000000
0.58191097,0.59604126,1.17795230,1.00000000
0.19236493,0.48134494,0.67370987,1.00000000
0.29722133,0.93253326,1.22975460,1.00000000
0.63379570,1.37589850,2.00969400,1.00000000
0.23951484,0.96928850,1.20880340,1.00000000
0.46916628,1.12140050,1.59056680,1.00000000
0.70190394,1.47783290,2.17973690,1.00000000
0.17444890,0.68528920,0.85973810,1.00000000
0.92051170,1.34359860,2.26411030,1.00000000
0.10674007,0.71240425,0.81914430,1.00000000
1.15611760,1.40746250,2.56358000,1.00000000
0.64064443,1.33610300,1.97674740,1.00000000
0.73956270,1.38871910,2.12828180,1.00000000
0.32816544,1.07759270,1.40575810,1.00000000
0.94559230,1.42258680,2.36817900,1.00000000
0.13503432,0.47108415,0.60611844,1.00000000
0.32361250,0.77990687,1.10351940,1.00000000
0.11052142,0.43101156,0.54153300,1.00000000
0.41885364,1.17948960,1.59834330,1.00000000
0.60742740,0.53500860,1.14243600,1.00000000
0.91508234,1.37802600,2.29310850,1.00000000
0.40947320,1.28068500,1.69015810,1.00000000
0.40055782,1.04653450,1.44709230,1.00000000
0.36318776,1.13724160,1.50042940,1.00000000
0.57923454,1.38131940,1.96055390,1.00000000
0.58771800,1.28216810,1.86988620,1.00000000
0.19015317,0.78420010,0.97435325,1.00000000
0.77314730,1.50139690,2.27454420,1.00000000
0.15378587,1.25709560,1.41088140,1.00000000
0.18659006,1.17544020,1.36203030,1.00000000
0.74035130,1.05240920,1.79276050,1.00000000
0.18901762,1.17977490,1.36879250,1.00000000
0.30591136,0.81816160,1.12407300,1.00000000
0.05102149,1.00192950,1.05295100,1.00000000
0.19783156,1.02307830,1.22090980,1.00000000
0.15852134,0.52973074,0.68825210,1.00000000
0.11648855,0.29300582,0.40949437,1.00000000
0.16823176,0.78592354,0.95415530,1.00000000
0.53451700,1.00016520,1.53468230,1.00000000
0.36467853,0.59792060,0.96259916,1.00000000
0.17065065,0.52503115,0.69568180,1.00000000
0.29505620,0.88597950,1.18103560,1.00000000
0.18038408,0.84642600,1.02681000,1.00000000
0.36114237,1.08238080,1.44352320,1.00000000
0.25488300,1.43688680,1.69176980,1.00000000
0.22923493,1.13935400,1.36858890,1.00000000
0.25690877,1.11439790,1.37130670,1.00000000
0.06076961,0.17891876,0.23968837,1.00000000
0.15647154,0.94373167,1.10020320,1.00000000
0.06884027,0.49662220,0.56546247,1.00000000
0.05724314,0.24465792,0.30190107,1.00000000
0.69975950,1.17432710,1.87408660,1.00000000
0.25121492,0.75339687,1.00461170,1.00000000
0.43159074,0.98930330,1.42089400,1.00000000
0.94465065,1.33973100,2.28438160,1.00000000
0.19429815,0.98184980,1.17614790,1.00000000
0.24209543,0.96312610,1.20522150,1.00000000
0.16438414,0.66883810,0.83322220,1.00000000
0.17033833,0.55025180,0.72059010,1.00000000
0.13641101,0.48560822,0.62201923,1.00000000
1.12004020,1.35211730,2.47215750,1.00000000
0.63876790,1.49416220,2.13293000,1.00000000
0.09392448,0.57729570,0.67122020,1.00000000
0.04889777,0.16480339,0.21370116,1.00000000
0.26982070,0.53555810,0.80537880,1.00000000
0.24159437,1.17773380,1.41932820,1.00000000
0.03191866,0.62610740,0.65802604,1.00000000
0.21658798,1.01486610,1.23145410,1.00000000
0.52191780,1.19629340,1.71821120,1.00000000
0.82297880,1.45268360,2.27566240,1.00000000
0.89998496,1.08979920,1.98978410,1.00000000
0.28260560,0.83883816,1.12144370,1.00000000
0.15930407,0.87636137,1.03566540,1.00000000
0.25348762,1.10979300,1.36328050,1.00000000
0.28966660,0.67340180,0.96306837,1.00000000
0.14981425,0.38862926,0.53844350,1.00000000
0.54402256,1.50552580,2.04954840,1.00000000
0.71864694,1.40706490,2.12571200,1.00000000
0.16407967,0.49248105,0.65656070,1.00000000
0.23339659,0.83349930,1.06689600,1.00000000
0.85975266,1.35848670,2.21823930,1.00000000
0.94797350,1.49019810,2.43817160,1.00000000
0.20353776,0.98144030,1.18497800,1.00000000
0.36793062,0.94291294,1.31084360,1.00000000
1.21253230,1.43426360,2.64679570,1.00000000
0.20187807,0.88618195,1.08806000,1.00000000
0.41304657,1.29379150,1.70683810,1.00000000
0.23962304,0.91446000,1.15408300,1.00000000
1.69954660,1.35386980,3.05341630,1.00000000
0.09469665,0.23725694,0.33195360,1.00000000
0.30529442,0.75979520,1.06508960,1.00000000
0.13266817,0.63307510,0.76574326,1.00000000
0.73910770,1.32737490,2.06648250,1.00000000
0.60331640,1.46260150,2.06591800,1.00000000
0.78236170,1.31967690,2.10203860,1.00000000
0.76807433,1.31211840,2.08019280,1.00000000
0.13403320,0.61222094,0.74625415,1.00000000
0.70744103,1.41266430,2.12010530,1.00000000
1.17088910,1.40848820,2.57937720,1.00000000
0.63844264,1.40284530,2.04128800,1.00000000
0.18768868,0.57067940,0.75836813,1.00000000
0.21164314,0.97020704,1.18185020,1.00000000
0.14937562,1.18645620,1.33583190,1.00000000
0.56637810,0.64711750,1.21349560,1.00000000
0.53980000,1.43216700,1.97196700,1.00000000
0.26164198,0.74111460,1.00275660,1.00000000
0.21006510,0.29193120,0.50199630,1.00000000
0.71485580,1.20198300,1.91683880,1.00000000
0.63317543,1.39440940,2.02758480,1.00000000
0.23337717,0.92789865,1.16127590,1.00000000
0.41676770,1.16134640,1.57811420,1.00000000
0.07423238,0.33356080,0.40779316,1.00000000
0.21955670,0.89385060,1.11340740,1.00000000
1.09279920,1.45919230,2.55199150,1.00000000
0.26376826,0.94398534,1.20775370,1.00000000
0.22589003,0.91115403,1.13704410,1.00000000
0.21187872,0.59918330,0.81106204,1.00000000
1.24794080,1.41292200,2.66086300,1.00000000
0.73855764,0.78593420,1.52449180,1.00000000
0.10384702,0.16053009,0.26437712,1.00000000
0.62713420,1.27190460,1.89903880,1.00000000
0.36991948,0.55792880,0.92784830,1.00000000
0.39149580,1.15594180,1.54743770,1.00000000
0.21664828,0.72765034,0.94429860,1.00000000
0.70253670,1.41736360,2.11990020,1.00000000
0.29207203,1.27603770,1.56810980,1.00000000
0.34420990,0.93020530,1.27441530,1.00000000
0.23138492,0.96979090,1.20117580,1.00000000
0.65470153,1.48927310,2.14397450,1.00000000
0.44079483,0.50489426,0.94568910,1.00000000
0.20678654,0.73322415,0.94001067,1.00000000
0.62061250,1.28382930,1.90444180,1.00000000
0.20059817,0.65806043,0.85865860,1.00000000
0.29096085,0.66152704,0.95248790,1.00000000
0.70104620,1.43886910,2.13991550,1.00000000
1.00311360,1.40085660,2.40397020,1.00000000
0.34365550,0.90497290,1.24862840,1.00000000
0.60955894,1.39723870,2.00679780,1.00000000
0.30889973,0.25400373,0.56290346,1.00000000
0.47972020,1.23023700,1.70995720,1.00000000
0.71754070,1.47485100,2.19239160,1.00000000
0.23767653,0.76277690,1.00045350,1.00000000
0.38269020,0.82925750,1.21194770,1.00000000
1.22651900,1.38572030,2.61223940,1.00000000
0.10549966,0.86326855,0.96876824,1.00000000
0.24188623,1.12782240,1.36970870,1.00000000
0.84268500,1.44416240,2.28684740,1.00000000
0.22097944,1.11511650,1.33609590,1.00000000
0.34462740,0.42527148,0.76989890,1.00000000
0.22219065,0.58513260,0.80732320,1.00000000
0.74242320,1.31570510,2.05812840,1.00000000
0.25579090,1.33300950,1.58880040,1.00000000
0.54087080,1.48258300,2.02345370,1.00000000
0.34967250,0.89733650,1.24700900,1.00000000
0.39366192,0.95079345,1.34445540,1.00000000
0.31429443,1.18587090,1.50016530,1.00000000
0.93529665,1.34740600,2.28270270,1.00000000
0.23320888,0.71831250,0.95152140,1.00000000
0.39716860,1.14035700,1.53752570,1.00000000
0.38221052,1.29193850,1.67414900,1.00000000
0.16910394,0.98507790,1.15418180,1.00000000
0.23304910,0.49152225,0.72457135,1.00000000
1.25483580,1.40710330,2.66193910,1.00000000
0.09181673,0.81765985,0.90947660,1.00000000
0.26149310,1.13243850,1.39393160,1.00000000
0.27094030,0.39284104,0.66378134,1.00000000
0.27912614,1.18606840,1.46519460,1.00000000
0.45850995,1.11379640,1.57230630,1.00000000
0.15560573,0.75359080,0.90919656,1.00000000
0.62731856,1.44209210,2.06941060,1.00000000
0.26432085,0.65364593,0.91796680,1.00000000
0.06629036,0.21447986,0.28077020,1.00000000
0.10975439,0.57051826,0.68027264,1.00000000
0.16334036,0.51211840,0.67545880,1.00000000
0.30429363,0.90730710,1.21160080,1.00000000
0.76635426,1.44711150,2.21346570,1.00000000
0.24246302,0.74602860,0.98849165,1.00000000
0.26823620,0.35742018,0.62565637,1.00000000
0.23833038,0.87048160,1.10881200,1.00000000
0.38797320,1.26510070,1.65307390,1.00000000
0.76035240,1.43111110,2.19146350,1.00000000
0.18016623,1.20039630,1.38056250,1.00000000
0.92389330,1.39220950,2.31610270,1.00000000
0.79727334,1.29524430,2.09251760,1.00000000
0.21952172,0.89577470,1.11529650,1.00000000
0.35723597,1.18357860,1.54081460,1.00000000
0.59578100,1.24257890,1.83835980,1.00000000
1.17108190,1.33513330,2.50621500,1.00000000
